ethereum_address,block_24264872,block_24266708,block_24733744
"0x0000000000000000000000000f84fc6d1c7b1df2487b54776491d27a7369c9aa",16.0494,0,15.9509
"0x000000000000000000000000647ea721b4e896d1f76062713b2a0b137475bc3d",0.6173,0,0.6135
"0x0000000000000000000000009d8dc28e9d9c4c5a387a858182edf9ab8b90f565",10.4938,0,10.4294
"0x000000000000000000000000f72ff6980d2c62258b54da10178e1ddd87409a33",72.8395,0,0
"0x00000000000000000000000029c0b687ee69960966a4ea733cf53cc6ec157ace",0,0,73.0062
