ethereum_address,block_22304086,block_22701533,block_23411481
"0x00000000000000000000000006c55901b14bc42ebfd8022ce34f6ef7e41b0086",64.744,0,0
"0x000000000000000000000000342faeb14127a79735144bbdc772abb6b1bbe343",13.328,0,0
"0x000000000000000000000000f3f8183aaf7759409c251665a00ccb1fdab10cf3",1.9279,0,0
"0x000000030070616e6461732d6465762f70616e64617300000000000000000000",19.8,19.7999,19.7998
"0x0000000301ecae71c125e05714812ad423cfdc739df93da11ea69763843682fb",0.2001,0.2003,0.2005
"0x0000000000000000000000000f84fc6d1c7b1df2487b54776491d27a7369c9aa",0,77.5919,77.5598
"0x000000000000000000000000f72ff6980d2c62258b54da10178e1ddd87409a33",0,2.4079,2.4399
