ethereum_address,block_24269122,block_24273498,block_24740613
"0x0000000000000000000000000f84fc6d1c7b1df2487b54776491d27a7369c9aa",92.5926,0,92.5926
"0x000000000000000000000000f72ff6980d2c62258b54da10178e1ddd87409a33",7.4074,0,0
"0x00000000000000000000000029c0b687ee69960966a4ea733cf53cc6ec157ace",0,0,7.4074
