ethereum_address,impact_percentage,sponsorship_count,distribution_count
0xA7D1CB88740642DC95774511Cc73f015396Be869,42.857142857142854,4,2
0x883753Beab357A2c29f3766C6ad158e72A78ce51,7.142857142857143,1,0
0xFf7e232A44C74b306623f0d20dd6995775773842,7.142857142857143,1,0
0xEbcF2690AF9e7D17e7dfB7118f65321Fc68d4b97,14.285714285714286,1,1
0x29d6744eF3C98a00CAE8071D6DC292c53d6c5C75,14.285714285714286,1,1
0x015B5dF1673499E32D11Cf786A43D1c42b3d725C,7.142857142857143,1,0
0xAD5f3A0433B25fC3933830D2FA008f6780386D97,7.142857142857143,0,1
