ethereum_address,impact_percentage,sponsorship_count,distribution_count
0x4ae401d77E979f9220E1396865A124a9A87Fed21,5.882352941176471,1,0
0x0f84Fc6d1C7B1DF2487B54776491d27A7369c9AA,5.882352941176471,1,0
0xA7D1CB88740642DC95774511Cc73f015396Be869,35.294117647058826,4,2
0x8c14a3Dd850835A07fbA7620E2601b3E5A6d5ee5,47.05882352941177,4,4
0x414017C30cCf1c04300D74a0fdAcd41a6701A932,5.882352941176471,0,1
