ethereum_address,impact_percentage,github_username
0x1f1319c79F1496357781691a22B1f37dAC9D844F,51.75,gscdev
0x9D8dC28E9d9C4C5a387A858182edF9ab8B90F565,25.17,tuancoltech
0x0f84Fc6d1C7B1DF2487B54776491d27A7369c9AA,16.08,nya-elimu
0x48Ac1399035bcCE8C7996D8C60E014b9373B3962,3.50,sladomic
0xF72ff6980D2c62258b54Da10178e1DDd87409a33,3.50,jo-elimu
