ethereum_address,impact_percentage,github_username
0x48Ac1399035bcCE8C7996D8C60E014b9373B3962,69.78,sladomic
0x14E9535A9004fb4b12d2233CBf1739A654bA51a4,13.33,adrygll2
0x0f84Fc6d1C7B1DF2487B54776491d27A7369c9AA,9.33,nya-elimu
0xF72ff6980D2c62258b54Da10178e1DDd87409a33,4.00,jo-elimu
0xCc661d7f89795C908D10f4C297525474DF757eE1,3.11,schaemik
0x0000000000000000000000000000000000000000,0.44,waffle-iron
