ethereum_address,impact_percentage,github_username
0xF72ff6980D2c62258b54Da10178e1DDd87409a33,72.86,jo-elimu
0x0f84Fc6d1C7B1DF2487B54776491d27A7369c9AA,25.71,nya-elimu
0x647Ea721B4E896D1f76062713B2a0b137475bC3d,1.43,Brijeshthummar02
