ethereum_address,impact_percentage,github_username
0xF72ff6980D2c62258b54Da10178e1DDd87409a33,61.19,jo-elimu
0x0f84Fc6d1C7B1DF2487B54776491d27A7369c9AA,38.81,nya-elimu
