ethereum_address,impact_percentage,github_username
0xd46Cc93E3eE6a4fb532D9B48E95be7eD8f8f1DA0,100.00,jo-elimu
0x5D388Ec24Cc2C0C77458338696aa63AFB706A7b1,0.00,nya-elimu
